,Event 1,Event 2,Label
6314,"['Argentina', 'make', 'a', 'bid', 'for', 'the', 'Olympics']","['They', 'promise', 'to', 'clean', 'their', 'city']",0
6315,"['I', 'start', 'to', 'roll', 'over']","['I', 'go', 'to', 'Minneapolis', 'with', 'my', 'girlfriend']",0
6316,"['They', 'watch', 'the', 'weather']","['They', 'watch', 'the', 'weather', 'every', 'day']",0
6317,"['They', 'take', 'all', 'the', 'valuables']","['They', 'threaten', 'the', 'residents', 'with', 'weapons']",0
6318,"['He', 'get', 'up', 'early']","['The', 'ice', 'cream', 'truck', 'come', 'out']",0
6319,"['The', 'juice', 'in', 'the', 'fridge', 'run', 'out']","['I', 'eat', 'two', 'bags', 'of', 'spicy', 'chips']",0
6320,"['She', 'go', 'to', 'the', 'dentist']","['He', 'make', 'a', 'surprised', 'exclamation']",0
6321,"['Morgan', 'take', 'one', 'big', 'swing']","['All', 'the', 'kids', 'collect', 'their', 'chocolaty', 'goodies']",0
6322,"['They', 'try', 'a', 'new', 'taco', 'place']","['The', 'friends', 'always', 'look', 'forward', 'to', 'Tuesdays']",0
6323,"['He', 'look', 'at', 'the', 'beautiful', 'landscape']","['He', 'book', 'a', 'plane']",0
6324,"['He', 'run', 'around', 'the', 'neighborhood']","['He', 'violently', 'attack', 'a', 'tire']",0
6325,"['We', 'see', 'a', 'shark']","['We', 'sit', 'down', 'the', 'water']",0
6326,"['They', 'learn', 'how', 'to', 'tie', 'flies']","['She', 'put', 'on', 'her', 'waders']",0
6327,"['Tom', 'feel', 'a', 'tremble']","['He', 'order', '5', 'tacos', 'and', 'a', 'burrito']",0
6328,"['They', 'decide', 'to', 'play', 'Truth', 'or', 'Dare']","['She', 'invite', 'all', 'of', 'her', 'friends']",0
6329,"['My', 'daughter', 'hear', 'from', 'another', 'friend', 'Sally']","['She', 'get', 'married', 'in', '2014']",0
6330,"['The', 'smell', 'get', 'worse']","['I', 'go', 'inside', 'my', 'room']",0
6331,"['I', 'cut', 'off', 'a', 'piece']","['I', 'regret', 'all', 'the', 'time', 'spent']",0
6332,"['His', 'daughter', 'buy', 'the', 'Tile']","['I', 'try', 'to', 'cheer', 'him', 'up']",0
6333,"['They', 'give', 'Lacy', 'a', 'promotion']","['Lacy', 'work', 'even', 'harder']",0
6334,"['They', 'get', 'their', 'mail', 'a', 'little', 'late']","['He', 'continue', 'his', 'route']",0
6335,"['They', 'leave', 'the', 'Yurt']","['They', 'rent', 'a', 'hotel']",0
6336,"['We', 'play', 'in', 'the', 'water']","['We', 'play', 'in', 'the', 'sand']",0
6337,"['He', 'd', 'just', 'toss']","['He', 'd', 'close', 'his', 'eyes']",0
6338,"['We', 'turn', 'toward', 'the', 'ATM']","['We', 'feel', 'the', 'car', 'shudder']",0
6339,"['We', 'go', 'to', 'park']","['We', 'eat', 'together', 'during', 'lunch', 'break']",0
6340,"['He', 'decide', 'he', 'needed', 'a', 'haircut']","['He', 'enter', 'the', 'local', 'barbershop']",0
6341,"['He', 'pick', 'up', 'the', 'record']","['He', 'drop', 'the', 'record']",0
6342,"['I', 'get', 'to', 'the', 'party']","['I', 'run', 'to', 'the', 'store']",0
6343,"['He', 'give', 'her', 'several', 'compliments']","['She', 'really', 'appreciate', 'her', 'effort']",0
6344,"['She', 'call', 'the', 'police']","['One', 'ask', 'me', 'to', 'wait']",0
6345,"['I', 'throw', 'out', 'old', 'things']","['I', 'polish', 'some', 'shiny', 'surfaces']",0
6346,"['He', 'insert', 'another', 'coin']","['He', 'rub', 'his', 'eyes', 'sleepily']",0
6347,"['Christian', 'buy', 'an', 'Android', 'tablet']","['They', 'first', 'come', 'out']",0
6348,"['He', 'leave', 'the', 'house']","['He', 'notice', 'the', 'sun', 'was', 'setting']",0
6349,"['He', 'finally', 'give', 'up']","['He', 'muster', 'up', 'the', 'courage']",0
6350,"['They', 'never', 'play', 'football']","['One', 'of', 'his', 'friends', 'hit', 'him']",0
6351,"['They', 'go', 'to', 'the', 'park']","['The', 'flight', 'go', 'by', 'quickly']",0
6352,"['Another', 'kid', 'toddle', 'over']","['He', 'bite', 'his', 'lip']",0
6353,"['They', 'purchase', 'a', 'small', 'plot', 'of', 'land']","['She', 'plan', 'to', 'do', 'so']",0
6354,"['He', 'try', 'to', 'get', 'her', 'attention']","['She', 'see', 'him', 'in', 'a', 'club']",0
6355,"['He', 'decide', 'to', 'watch', 'tv']","['They', 'recently', 'purchase', 'a', 'female', 'dog']",0
6356,"['They', 'end', 'up', 'in', 'a', 'relationship']","['They', 'throw', 'hot', 'coffee', 'at', 'Tommy']",0
6357,"['My', 'cousin', 'divorce', 'her', 'husband', 'in', '2012']","['Her', 'in', 'laws', 'live', 'in', 'Indiana']",0
6358,"['She', 'run', 'in', 'the', 'backward']","['She', 'see', 'her', 'first', 'snow']",0
6359,"['I', 'wear', 'a', 'baseball', 'cap']","['My', 'wife', 'wear', 'a', 'derby']",0
6360,"['They', 'get', 'a', 'new', 'high', 'paying', 'job']","['They', 'all', 'try', 'to', 'message']",0
6361,"['They', 'wake', 'up', 'drenched', 'in', 'sweat']","['She', 'check', 'the', 'machine']",0
6362,"['They', 'wake', 'up', 'early']","['They', 'sit', 'their', 'stuff', 'down']",0
6363,"['They', 'suggest', 'dinner', 'to', 'Adam']","['She', 'ask', 'her', 'to', 'lunch']",0
6364,"['She', 'deserve', 'something', 'special']","['They', 'keep', 'breaking', 'the', 'eggs']",0
6365,"['The', 'boys', 'come', 'over']","['He', 'invite', 'his', 'best', 'friends', 'over']",0
6366,"['She', 'see', 'her', 'friend']","['They', 'go', 'to', 'the', 'lake']",0
6367,"['He', 'almost', 'hit', 'a', 'tree']","['He', 'choose', 'to', 'drive', 'himself', 'anyway']",0
6368,"['Grant', 'buy', 'a', 'donkey']","['Grant', 'put', 'the', 'lawnmower', 'away']",0
6369,"['Doug', 'plead', 'with', 'Nelson']","['Doug', 'plead', 'with', 'Robyn', 'for', 'a', 'divorce']",0
6370,"['I', 'notice', 'a', 'puddle']","['I', 'take', 'the', 'food', 'out']",0
6371,"['They', 'hear', 'the', 'show', 'tunes']","['He', 'come', 'to', 'a', 'red', 'light', 'people']",0
6372,"['He', 'notice', 'his', 'watch', 'had', 'stopped', 'working']","['He', 'notice', 'the', 'sun', 'going', 'down']",0
6373,"['Everyone', 'get', 'inside', 'of', 'the', 'bus']","['The', 'bus', 'arrive', 'to', 'my', 'bus', 'stop']",0
6374,"['She', 'bark', 'at', 'them']","['They', 'run', 'up', 'the', 'tree']",0
6375,"['The', 'team', 'win', 'the', 'play', 'offs']","['The', 'quarterback', 'break', 'his', 'arm']",0
6376,"['She', 'notice', 'she', 'got', 'beats']","['She', 'give', 'her', 'parents', 'a', 'hug']",0
6377,"['He', 'sit', 'down', 'on', 'a', 'bench']","['He', 'unhook', 'his', 'dog']",0
6378,"['They', 'take', 'me', 'to', 'church']","['My', 'granddad', 'show', 'me', 'a', 'tract']",0
6379,"['He', 'use', 'paints', 'ink', 'glitter']","['He', 'take', 'some', 'work', 'pants']",0
6380,"['They', 'look', 'at', 'Jim']","['They', 'walk', 'away', 'being', 'together']",0
6381,"['They', 'immediately', 'run', 'to', 'the', 'scariest', 'ride']","['They', 'ride', 'everything', 'in', 'the', 'park']",0
6382,"['He', 'watch', 'movies', 'about', 'Ireland', 'all', 'summer']","['He', 'cancel', 'his', 'flight']",0
6383,"['They', 'turn', 'dark', 'purple']","['His', 'wife', 'threaten', 'him']",0
6384,"['She', 'practice', 'day', 'and', 'night']","['She', 'drop', 'the', 'pom', 'poms', 'seven', 'times']",0
6385,"['The', 'wife', 'clean', 'the', 'house']","['The', 'husband', 'play', 'video', 'games']",0
6386,"['She', 'walk', 'over', 'to', 'his', 'favorite', 'chair']","['She', 'irritatedly', 'pick', 'her', 'up']",0
6387,"['She', 'forget', 'to', 'pack', 'sunscreen']","['His', 'girlfriend', 'make', 'him', 'go']",0
6388,"['Nola', 'get', 'better', 'and', 'faster']","['He', 'drive', 'Nola', 'to', 'the', 'woods']",0
6389,"['We', 'go', 'to', 'the', 'store']","['She', 'ask', 'me', 'for', 'money', 'advice']",0
6390,"['He', 'call', 'his', 'friends']","['They', 'go', 'to', 'the', 'bar', 'alone']",0
6391,"['He', 'manage', 'to', 'leave']","['The', 'tornado', 'come', 'to', 'his', 'house']",0
6392,"['The', 'light', 'come', 'in', 'through', 'the', 'window']","['They', 'look', 'at', 'the', 'clock']",0
6393,"['We', 'sit', 'straight', 'up']","['We', 'lean', 'toward', 'each', 'other']",0
6394,"['My', 'dad', 'find', 'out']","['He', 'send', 'her', '12', 'dozen', 'red', 'roses']",0
6395,"['The', 'other', 'boys', 'laugh', 'even', 'harder']","['He', 'return', 'to', 'the', 'beach']",0
6396,"['They', 'immediately', 'go', 'out', 'to', 'Home', 'Depot']","['They', 'turn', 'on', 'the', 'unit']",0
6397,"['She', 'take', 'toys', 'from', 'my', 'dog']","['She', 'get', 'into', 'everything', 'in', 'the', 'house']",0
6398,"['I', 'stay', 'in', 'bed']","['I', 'hear', 'the', 'scratching', 'the', 'following', 'night']",0
6399,"['Riley', 'eventually', 'become', 'unafraid']","['Riley', 'face', 'her', 'fear']",0
6400,"['They', 'feel', 'bad', 'for', 'him']","['They', 'always', 'smell', 'bad']",0
6401,"['They', 'decide', 'to', 'leave']","['The', 'scream', 'become', 'even', 'louder']",0
6402,"['She', 'raise', 'three', 'small', 'kids']","['She', 'get', 'a', 'long', 'handwritten', 'card']",0
6403,"['We', 'visit', 'the', 'beach', 'played', 'volleyball']","['The', 'class', 'stay', 'in', 'school']",0
6404,"['The', 'alarm', 'go', 'off']","['He', 'go', 'into', 'a', 'store']",0
6405,"['He', 'pay', 'his', 'bill']","['They', 'enjoy', 'the', 'soda']",0
6406,"['They', 'make', 'a', 'mess']","['They', 'go', 'home', 'so']",0
6407,"['He', 'hear', 'a', 'message']","['He', 'play', 'his', 'record', 'backwards']",0
6408,"['I', 'take', 'a', 'quilting', 'class']","['They', 'talk', 'about', 'politics', 'all', 'the', 'time']",0
6409,"['He', 'go', 'to', 'the', 'mall']","['The', 'man', 'put', 'on', 'a', 'Kevlar', 'vest']",0
6410,"['My', 'uncle', 'notice', 'a', 'coconut', 'tree']","['He', 'take', 'a', 'large', 'blade']",0
6411,"['She', 'lose', 'her', 'hiding', 'places']","['She', 'decide', 'to', 'sleep', 'on', 'the', 'bed']",0
6412,"['The', 'man', 'continue', 'walking']","['He', 'notice', 'a', 'man', 'drop', 'something']",0
6413,"['We', 'both', 'fall', 'off']","['He', 'yell', 'at', 'me']",0
6414,"['Her', 'mother', 'let', 'her', 'go', 'out']","['The', 'rainstorm', 'turn', 'into', 'a', 'thunderstorm']",0
6415,"['He', 'buy', 'a', 'heater', 'for', 'the', 'water']","['He', 'get', 'out', 'of', 'the', 'pool']",0
6416,"['He', 'decide', 'he', 'liked', 'boys', 'of', 'girls']","['He', 'swallow', 'his', 'pride']",0
6417,"['She', 'sell', 'bread', 'every', 'day', 'was', 'successful']","['An', 'undercover', 'investigator', 'visit', 'her', 'store']",0
6418,"['He', 'look', 'all', 'over', 'town']","['He', 'sign', 'up', 'for', 'class']",0
6419,"['They', 'begin', 'to', 'have', 'stomach', 'pains']","['They', 'eat', 'at', 'a', 'diner']",0
6420,"['The', 'man', 'complain', 'to', 'the', 'hostess']","['He', 'ask', 'for', 'his', 'seat']",0
6421,"['He', 'easily', 'make', 'the', 'olympic', 'team']","['He', 'win', 'several', 'medals']",0
6422,"['I', 'try', 'to', 'close', 'the', 'door']","['She', 'come', 'back', 'in']",0
6423,"['She', 'live', 'in', 'a', 'desert']","['She', 'pack', 'her', 'things']",0
6424,"['They', 'point', 'to', 'the', 'spider']","['She', 'call', 'her', 'dog', 'into', 'the', 'room']",0
6425,"['The', 'days', 'get', 'longer']","['A', 'day', 'feel', 'like', 'a', 'month']",0
6426,"['The', 'singer', 'wake', 'up']","['He', 'go', 'back', 'to', 'the', 'bus']",0
6427,"['They', 'try', 'to', 'introduce', 'himself']","['The', 'cool', 'guys', 'start', 'to', 'attack', 'Jason']",0
6428,"['The', 'team', 'ignore', 'the', 'coach']","['They', 'play', 'a', 'game', 'on', 'Saturday']",0
6429,"['They', 'hit', 'a', 'mine']","['He', 'pretend', 'to', 'convert', 'to', 'Islam']",0
6430,"['He', 'pour', 'himself', 'a', 'bowl', 'of', 'cereal']","['They', 'turn', 'on', 'the', 'TV']",0
6431,"['She', 'reach', 'in', 'the', 'sink']","['She', 'feel', 'something', 'cut', 'her']",0
6432,"['They', 'decide', 'Earl', 'was', 'a', 'good', 'pet']","['Earl', 'scare', 'away', 'an', 'intruder']",0
6433,"['I', 'try', 'waiting', 'a', 'few', 'days']","['I', 'feel', 'really', 'bad']",0
6434,"['The', 'client', 'take', 'his', 'business', 'elsewhere']","['The', 'call', 'go', 'directly', 'to', 'voicemail']",0
6435,"['She', 'scrape', 'up', 'some', 'money', 'and', 'courage']","['Her', 'teeth', 'hurt', 'her', 'constantly']",0
6436,"['We', 'order', 'the', 'Swedish', 'meatballs']","['My', 'mother', 'and', 'I', 'go', 'to', 'Ikea']",0
6437,"['He', 'go', 'to', 'the', 'roulette', 'table']","['He', 'lose', 'at', 'everything', 'he', 'tried']",0
6438,"['They', 'dream', 'of', 'being', 'a', 'concert', 'pianist']","['She', 'take', 'lessons', 'twice', 'a', 'week']",0
6439,"['The', 'doctor', 'join', 'in']","['The', 'woman', 'celebrate', 'verbally']",0
6440,"['He', 'assume', 'that', 'he', 'was', 'forgiven']","['He', 'ask', 'for', 'forgiveness', 'for', 'his', 'sins']",0
6441,"['A', 'neighbor', 'see', 'her']","['The', 'supply', 'run', 'out']",0
6442,"['They', 'enthusiastically', 'welcome', 'the', 'new', 'technology']","['He', 'choose', 'battery', 'operated', 'over', 'plug', 'in']",0
6443,"['He', 'start', 'to', 'draw', 'pictures']","['He', 'go', 'to', 'lunch']",0
6444,"['They', 'decide', 'to', 'go', 'home']","['She', 'cover', 'her', 'ears']",0
6445,"['He', 'paddle', 'to', 'the', 'shore']","['He', 'float', 'over', 'a', 'current']",0
6446,"['He', 'reluctantly', 'drive', 'to', 'the', 'store']","['He', 'break', 'a', 'string', 'while', 'tuning']",0
6447,"['He', 'become', 'an', 'adult']","['He', 'act', 'like', 'a', 'bully']",0
6448,"['She', 'show', 'her', 'mom']","['She', 'tell', 'her', 'she', 'missed', 'a', 'spot']",0
6449,"['Everyone', 'agree', 'with', 'her']","['She', 'feel', 'like', 'a', 'fraud']",0
6450,"['She', 'eat', 'an', 'entire', 'pizza']","['They', 'stay', 'up', 'all', 'night', 'talking']",0
6451,"['They', 'take', 'Jill', 'to', 'dinner']","['He', 'propose', 'to', 'Jill']",0
6452,"['She', 'walk', 'down', 'the', 'street']","['She', 'hold', 'her', 'skates', 'with', 'anticipation']",0
6453,"['She', 'throw', 'away', 'the', 'five', 'shortest', 'crayons']","['She', 'put', 'them', 'back', 'in', 'the', 'box']",0
6454,"['She', 'purposely', 'let', 'herself', 'get', 'caught']","['She', 'make', 'one', 'girl', 'sad', 'by', 'boasting']",0
6455,"['Other', 'kids', 'meet', 'together']","['I', 'write', 'a', 'short', 'book']",0
6456,"['He', 'move', 'his', 'family', 'to', 'Atlanta']","['He', 'get', 'a', 'call', 'from', 'a', 'friend']",0
6457,"['The', 'other', 'concerts', 'feature', 'pop', 'music']","['The', 'orchestra', 'play', 'several', 'compositions']",0
6458,"['They', 'try', 'out', 'for', 'the', 'team']","['They', 'practice', 'hard', 'every', 'day']",0
6459,"['Glass', 'shards', 'fall', 'to', 'the', 'ground']","['She', 'see', 'a', 'mosquito', 'in', 'the', 'bathroom']",0
6460,"['The', 'storm', 'really', 'hit', 'full', 'force']","['They', 'paddle', 'furiously', 'back', 'to', 'shore']",0
6461,"['He', 'hide', 'in', 'a', 'tree', 'near', 'by']","['The', 'man', 'put', 'out', 'some', 'meat']",0
6462,"['He', 'hook', 'up', 'his', 'drawing', 'tablet']","['They', 'rent', 'a', 'storage', 'space', 'online']",0
6463,"['They', 'continue', 'hugging', 'and', 'smiling']","['They', 'grab', 'the', 'luggage']",0
6464,"['I', 'always', 'burn', 'my', 'hand']","['I', 'cook', 'the', 'simplest', 'of', 'meals']",0
6465,"['He', 'try', 'to', 'give', 'him', 'several', 'coupons']","['The', 'cashier', 'quickly', 'scan', 'everything']",0
6466,"['His', 'son', 'finish', 'high', 'school']","['Cole', 'pull', 'out', 'the', 'money']",0
6467,"['They', 'fix', 'the', 'car']","['He', 'work', 'with', 'his', 'son']",0
6468,"['She', 'call', 'for', 'service']","['She', 'retrieve', 'her', 'spare']",0
6469,"['His', 'mom', 'give', 'him', 'bread']","['He', 'go', 'to', 'the', 'park']",0
6470,"['They', 'just', 'fall', 'in', 'love']","['They', 'buy', 'the', 'new', 'puppy']",0
6471,"['He', 'always', 'steal', 'everyone', 's', 'money']","['The', 'children', 'become', 'fed', 'up']",0
6472,"['His', 'eyes', 'burn', 'terribly']","['The', 'man', 'put', 'drops', 'in', 'his', 'eyes']",0
6473,"['They', 'struggle', 'to', 'keep', 'up']","['He', 'start', 'to', 'fumble', 'his', 'translations']",0
6474,"['He', 'pick', 'two', 'of', 'them']","['He', 'decide', 'to', 'pick', 'a', 'few', 'more']",0
6475,"['I', 'get', 'very', 'nervous', 'once']","['I', 'answer', 'the', 'question']",0
6476,"['He', 'tear', 'his', 'pants', 'in', 'class']","['He', 'spill', 'his', 'food', 'at', 'lunch']",0
6477,"['I', 'tell', 'her', 'to', 'go']","['I', 'let', 'the', 'dog', 'out', 'this', 'morning']",0
6478,"['She', 'check', 'on', 'the', 'school', 'supply', 'list']","['They', 'dread', 'the', 'new', 'school', 'year', 'starting']",0
6479,"['They', 'draw', 'towards', 'the', 'end']","['The', 'game', 'become', 'very', 'close']",0
6480,"['They', 'move', 'some', 'sensors']","['He', 'ask', 'for', 'professional', 'help']",0
6481,"['He', 'slowly', 'pass', 'away']","['She', 'kiss', 'her', 'father']",0
6482,"['She', 'mess', 'up', 'her', 'routine']","['She', 'ask', 'the', 'judges']",0
6483,"['They', 'take', 'the', 'comics']","['His', 'dad', 'take', 'the', 'sports', 'section']",0
6484,"['She', 'tend', 'to', 'the', 'girl']","['The', 'boy', 'go', 'in', 'the', 'kitchen']",0
6485,"['Egypt', 'see', 'a', 'huge', 'bird']","['She', 'own', 'the', 'neighborhood']",0
6486,"['She', 'laugh', 'at', 'almost', 'anything']","['She', 'start', 'laughing', 'uncontrollably']",0
6487,"['They', 'begin', 'their', 'walk']","['The', 'dog', 'pull', 'Jim', 'towards', 'the', 'door']",0
6488,"['They', 'decide', 'to', 'give', 'up', 'music']","['The', 'band', 'break', 'up']",0
6489,"['She', 'wear', 'her', 'glasses', 'almost', 'all', 'day']","['She', 'wear', 'her', 'contacts']",0
6490,"['He', 'buy', 'all', 'the', 'materials', 'he', 'needed']","['The', 'ferret', 'run', 'all', 'over']",0
6491,"['I', 'wish', 'I', 'knew', 'him', 'better']","['We', 'go', 'separate', 'ways']",0
6492,"['He', 'decide', 'to', 'go', 'work', 'for', 'Walmart']","['He', 'work', 'one', 'Job', 'his', 'whole', 'life']",0
6493,"['He', 'look', 'completely', 'normal']","['Her', 'faith', 'keep', 'her', 'from', 'being', 'bitter']",0
6494,"['I', 'smile', 'at', 'him', 'happily']","['I', 'look', 'into', 'his', 'bright', 'blue', 'eyes']",0
6495,"['She', 'send', 'an', 'email', 'to', 'tech', 'support']","['She', 'download', 'her', 'music']",0
6496,"['Her', 'printer', 'run', 'out', 'of', 'ink', 'today']","['They', 'buy', 'a', 'new', 'printer']",0
6497,"['He', 'hurry', 'to', 'work', 'already', 'very', 'late']","['He', 'walk', 'into', 'his', 'department']",0
6498,"['He', 'hit', 'the', 'ball', 'dead', 'on']","['He', 'run', 'as', 'fast']",0
6499,"['They', 'focus', 'them', 'on', 'football']","['Fans', 'start', 'consuming', 'even', 'more', 'content']",0
6500,"['The', 'bus', 'never', 'show', 'up']","['They', 'call', 'a', 'friend']",0
6501,"['She', 'give', 'me', 'a', 'small', 'hug']","['I', 'end', 'up', 'yelling', 'her']",0
6502,"['They', 'wake', 'up', 'feeling', 'very', 'sick']","['They', 'always', 'get', 'groceries', 'for', 'the', 'weekend']",0
6503,"['The', 'insurance', 'company', 'deny', 'her', 'claim']","['She', 'take', 'stock', 'of', 'her', 'surroundings']",0
6504,"['She', 'go', 'right', 'home']","['She', 'run', 'to', 'the', 'trumpet']",0
6505,"['His', 'stomach', 'growl', 'for', 'several', 'minutes']","['He', 'continue', 'to', 'study', 'for', 'an', 'exam']",0
6506,"['She', 'go', 'shopping', 'every', 'day']","['She', 'invite', 'friends', 'over']",0
6507,"['I', 'meet', 'lots', 'of', 'friends']","['My', 'sister', 'and', 'I', 'learn', 'to', 'fish']",0
6508,"['Many', 'of', 'his', 'friends', 'stop', 'seeing', 'him']","['His', 'fiancee', 'leave', 'him']",0
6509,"['He', 'take', 'out', 'a', 'gun']","['The', 'thief', 'stop', 'for', 'a', 'moment']",0
6510,"['A', 'rush', 'go', 'through', 'his', 'body']","['They', 'slowly', 'take', 'the', 'stage']",0
6511,"['She', 'find', 'a', 'gift', 'on', 'her', 'pillow']","['He', 'refuse', 'to', 'tell', 'her']",0
6512,"['She', 'pick', 'out', 'a', 'bracelet']","['She', 'ask', 'her', 'husband', 'for', 'them']",0
6513,"['She', 'go', 'to', 'lunch', 'with', 'her', 'friends']","['They', 'give', 'her', 'presents']",0
6514,"['He', 'sit', 'at', 'his', 'computer', 'all', 'day']","['He', 'never', 'bother', 'to', 'sit', 'correctly']",0
6515,"['They', 'get', 'some', 'wood', 'glue']","['He', 'wait', 'patiently', 'for', 'a', 'few', 'days']",0
6516,"['He', 'go', 'to', 'a', 'nearby', 'school']","['He', 'find', 'the', 'violin', 'very', 'challenging']",0
6517,"['The', 'leader', 'trip', 'on', 'the', 'last', 'hurdle']","['They', 'jump', 'over', 'the', 'hurdles']",0
6518,"['The', 'kid', 'eat', 'much', 'dry', 'cereal']","['The', 'kid', 'pick', 'one', 'with', 'sugar']",0
6519,"['They', 'really', 'enjoy', 'the', 'camping', 'trip']","['The', 'time', 'come', 'the', 'trip', 'is', 'over']",0
6520,"['They', 'pick', 'their', 'crop']","['They', 'make', 'a', 'pie']",0
6521,"['She', 'wait', 'for', 'the', 'coffee', 'to', 'brew']","['She', 'add', 'some', 'water']",0
6522,"['They', 'go', 'to', 'the', 'mall', 'one', 'day']","['They', 'go', 'to', 'the', 'mall']",0
6523,"['I', 'figure', 'why', 'not']","['I', 'buy', 'the', 'fan']",0
6524,"['I', 'dress', 'as', 'a', 'witch']","['I', 'paint', 'my', 'face', 'green']",0
6525,"['The', 'friend', 'bring', 'his', 'six', 'month', 'old']","['They', 'go', 'to', 'school', 'in', 'Boston']",0
6526,"['He', 'often', 'chat', 'with', 'coworkers']","['Bryce', 'take', 'the', 'elevator', 'upstairs']",0
6527,"['She', 'curl', 'up', 'into', 'a', 'ball']","['Her', 'ears', 'droop', 'to', 'the', 'side']",0
6528,"['They', 'give', 'them', 'a', 'snack']","['The', 'kids', 'play', 'board', 'games']",0
6529,"['They', 'go', 'to', 'Hardee', 's', 'for', 'breakfast']","['She', 'call', 'an', 'ambulance']",0
6530,"['I', 'pick', 'up', 'things', 'off', 'the', 'floor']","['I', 'clean', 'my', 'room', 'recently']",0
6531,"['I', 'turn', '35', 'years', 'old']","['I', 'enrol', 'in', 'a', 'class']",0
6532,"['She', 'buy', 'ten', 'of', 'them']","['Her', 'husband', 'notice', 'the', 'bras']",0
6533,"['They', 'gather', 'up', 'a', 'bunch']","['They', 'finally', 'get', 'home']",0
6534,"['They', 'pretend', 'to', 'read', 'from', 'the', 'clipboard']","['He', 'wear', 'a', 'nice', 'shirt']",0
6535,"['They', 'see', 'a', 'little', 'girl']","['She', 'get', 'everything', 'she', 'ever', 'asked', 'for']",0
6536,"['He', 'land', 'on', 'the', 'ground']","['The', 'paper', 'rip', 'in', 'half']",0
6537,"['He', 'add', 'some', 'salt']","['The', 'man', 'take', 'a', 'taste']",0
6538,"['The', 'charity', 'improve', 'lives']","['He', 'donate', 'the', 'money', 'to', 'charity']",0
6539,"['The', 'man', 'draw', 'a', 'weapon']","['They', 'walk', 'into', 'a', 'bank']",0
6540,"['They', 'make', 'a', 'two', 'pointer']","['They', 'make', 'a', 'three', 'pointer']",0
6541,"['She', 'wave', 'her', 'over']","['They', 'pull', 'out', 'a', 'cigarette']",0
6542,"['Her', 'husband', 'mock', 'her', 'for', 'trying']","['They', 'take', 'classes', 'in', 'the', 'evenings']",0
6543,"['Several', 'my', 'cousins', 'eat', 'my', 'food']","['I', 'go', 'to', 'the', 'bathroom']",0
6544,"['They', 'go', 'to', 'the', 'dolphin', 'show']","['They', 'see', 'some', 'tropical', 'fish']",0
6545,"['I', 'play', 'six', 'chess', 'games', 'online']","['I', 'play', 'my', 'friend', 'Frank']",0
6546,"['He', 'feel', 'a', 'sharp', 'pain']","['He', 'fall', 'to', 'the', 'floor']",0
6547,"['A', 'family', 'move', 'to', 'town']","['The', 'two', 'groups', 'ever', 'mingle']",0
6548,"['We', 'walk', 'through', 'Plimoth', 'Plantation']","['We', 'go', 'to', 'Plymouth']",0
6549,"['I', 'finally', 'give', 'up']","['The', 'cabbage', 'start', 'to', 'rot', 'away']",0
6550,"['The', 'dentist', 'give', 'him', 'Novocaine']","['He', 'make', 'an', 'appointment', 'with', 'his', 'dentist']",0
6551,"['They', 'go', 'to', 'sign', 'up']","['They', 'get', 'a', 'surprise']",0
6552,"['We', 'soak', 'in', 'the', 'sun']","['We', 'sit', 'there', 'listening', 'to', 'the', 'ocean']",0
6553,"['They', 'stand', 'up', 'very', 'slowly']","['She', 'try', 'to', 'balance', 'herself']",0
6554,"['She', 'sink', 'she', 'was', 'never', 'seen']","['They', 'go', 'out', 'on', 'the', 'water', 'anyway']",0
6555,"['She', 'get', 'on', 'her', 'boat']","['She', 'find', 'a', 'spot']",0
6556,"['He', 'decide', 'to', 'try', 'a', 'fad', 'diet']","['He', 'fast', 'for', 'three', 'days']",0
6557,"['She', 'go', 'swimming', 'for', 'an', 'hour']","['She', 'roder', 'her', 'bike', 'to', 'the', 'beach']",0
6558,"['The', 'dog', 'refuse', 'to', 'budge']","['Her', 'dad', 'come', 'back', 'from', 'work']",0
6559,"['He', 'send', 'me', 'my', 'wonderful', 'wife', 'Lois']","['He', 'decide', 'to', 'give', 'me', 'an', 'answer']",0
6560,"['I', 'sell', 'the', 'guitar', 'to', 'a', 'friend']","['I', 'will', 'sign', 'up', 'for', 'drum', 'lessons']",0
6561,"['He', 'plan', 'a', 'trip', 'to', 'the', 'beach']","['He', 'watch', 'Shark', 'Week']",0
6562,"['The', 'nurses', 'tend', 'to', 'his', 'wound']","['He', 'decide', 'to', 'just', 'eat', 'burgers']",0
6563,"['He', 'bowl', 'a', '50']","['He', 'rent', 'some', 'shoes']",0
6564,"['He', 'immediately', 'go', 'back', 'to', 'the', 'park']","['Park', 'officials', 'tell', 'him', 'to', 'leave']",0
6565,"['They', 'decide', 'to', 'always', 'leave', 'a', 'note']","['They', 'ask', 'him', 'why', 'he', 'did', 'that']",0
6566,"['They', 'pull', 'into', 'the', 'driveway', 'tired']","['He', 'open', 'the', 'door', 'to', 'his', 'house']",0
6567,"['She', 'tell', 'Tina', 'that', 'she', 's', 'broke']","['They', 'break', 'out', 'in', 'anger']",0
6568,"['They', 'play', 'outside', 'all', 'day']","['She', 'grow', 'very', 'muddy']",0
6569,"['I', 'sit', 'at', 'a', 'table']","['We', 'cover', 'the', 'ball', 'games']",0
6570,"['Lilly', 'go', 'out', 'despite', 'the', 'bad', 'weather']","['She', 'fear', 'to', 'be', 'hit', 'badly']",0
